doc_id,news_title,sentiment,char_length,word_count,processed_text
787,"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",1,162,32,january traffic measure revenue passenger kilometre rpk go capacity measure available seat kilometre ask rise
788,"home ministry loses appeal, ordered to pay damages to the edge",-1,62,11,home ministry lose appeal order pay damage edge
789,"batu kawan 's 1q net profit falls 10% on lower contribution from plantation, property segments",-1,94,15,batu kawan net profit fall lower contribution plantation property segment
790,"cimb ib research maintains add on kawan food, cuts target to rm3.50",-1,67,12,cimb research maintain add kawan food cut target
791,ntt data to adopt ipay88 to reach global top 5 status,1,53,11,ntt data adopt ipay reach global top status
792,"The workforce will be reduced also in the Amsterdam office , in the Netherlands .",-1,81,15,workforce reduce amsterdam office netherlands
793,hong kong 's cathay pacific to cut jobs as part of review,-1,57,12,hong kong cathay pacific cut job part review
794,ikhmas jaya moves a step closer to building new manufacturing facility,1,70,11,ikhmas jaya move step closer build manufacture facility
795,"klci stages mild recovery as market resumes, but stays weak as ' brexit' reality hits",-1,85,15,klci stage mild recovery market resume stay weak brexit reality hit
796,Japan's Asahi to submit bid next week for SABMiller's Grolsch and Peroni - Yomiuri,1,82,14,japan asahi submit bid next week sabmiller grolsch peroni yomiuri
797,ey world entrepreneur of the year:  ey helps entrepreneurs take leap to world stage,1,83,14,world entrepreneur help entrepreneur take leap world stage
798,Prudential shares halted in Hong Kong pending announcement,-1,58,8,prudential share halt hong kong pending announcement
799,best world says pyramid scheme crackdown has little to no impact on china business,1,82,14,best world pyramid scheme crackdown little impact china business
800,"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",1,83,20,profit tax period eur eur last
801,"ioi properties 4q profit down 3% on higher tax expenses, pays 8 sen dividend",1,76,14,ioi property profit higher tax expense pay sen dividend
802,city developments raises stake in suzhou global city genway to 100%,1,67,11,city development raise stake suzhou global city genway
803,klci falls as sentiment hit by singapore 's weak gdp growth,-1,59,11,klci fall sentiment hit singapore weak gdp growth
804,Lloyds is cutting more than 600 jobs and shutting 21 branches,-1,61,11,lloyd cut job shut branch
805,hong leong financial 's 2q net profit down 38% on year at rm263m,1,64,13,hong leong financial net profit
806,southern steel reports 177% jump in 1q net profit on higher sales volume,1,72,13,southern steel report jump net profit higher sale volume
807,"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",1,74,14,operate profit total eur eur
808,"`` We are proud to welcome another distribution facility to north Mississippi and the region known as the logistics center of the United States , '' said Gray Swoope , executive director of MDA .",1,195,35,proud welcome another distribution facility north mississippi region know logistics center unite state gray swoope executive director mda
809,bhs industries buys land from pahang state to build power plant,1,63,11,bh industry buy land pahang state build power plant
810,"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",-1,72,16,omx helsinki index lower
811,"east coast property market to slow down due to challenges, says rahim & co",-1,74,14,east coast property market slow due challenge rahim
812,Pearson expects to return to growth this year,1,45,8,pearson expect return growth
813,biometric authentication payment to boost hong leong 's mobile banking services,1,79,11,biometric authentication payment boost hong leong mobile bank service
814,"Previously , the company anticipated its operating profit to improve over the same period .",1,91,15,previously anticipate operate profit improve period
815,"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",-1,103,22,plan close line plant job threat
816,"salary, staff benefits, the most important considerations to m'sians in choosing their employer",1,95,13,salary staff benefit important consideration sian choose employer
817,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",-1,126,23,finnish electronics contract manufacturer scanfil report net sale eur eur
818,sanofi r&d head flags new eczema drug as start of something big,1,63,12,sanofi head flag eczema drug start something big
819,Shire share price: Group releases full-year results,1,51,7,shire share price group release full result
820,Profits Fall 25% At Standard Chartered PLC: Should You Buy Or Sell?,-1,67,12,profit fall standard charter plc buy sell
821,sats 's 3q earnings up 2.3% to s$66.6m on one-off write-back,1,60,11,sit earnings write back
822,hyflux full year earnings fall 91% to s$4.8 mil on weak electricity market,-1,74,13,hyflux full earnings fall mil weak electricity market
823,We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',1,84,15,hope increase traffic volume open freight scandinavia
824,"matrix concepts' 2q net profit at rm46m, declares 3.25 sen dividend",1,67,11,matrix concept net profit declare sen dividend
825,Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,1,78,17,net sale vegetable oil business rise eur eur
826,ho hup wins rm21.6m subcontract for soil improvement work at rapid,1,66,11,hup win subcontract soil improvement work rapid
827,ihh healthcare disposal gain believed to be for working capital needs,1,69,11,ihh healthcare disposal gain believe work capital need
828,More than a third of the original participants dropped out due to nausea and other side effects .,-1,97,18,original participant drop due nausea side effect
829,why sreits should remain in your investment portfolio despite poor sector performance,-1,85,12,sreits remain investment portfolio despite poor sector performance
830,Finnish M-real 's Kyro mill is starting negotiations to cut staff .,-1,67,12,finnish real kyro mill start negotiation cut staff
831,"However , the bottom-line result improved thanks to positive financial items .",1,78,12,however bottom line result improve thank positive financial item
832,muar ban lee fails to sell oil palm unit as mou expires,1,55,12,muar ban lee fail sell oil palm unit mou expire
833,"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",1,110,19,purchase cramo become largest rental service provider latvian market
834,Tesco sales recover as focus returns to core business,1,53,9,tesco sale recover focus return core business
835,"That 's what I go to bed worrying about every night , ' he said .",-1,65,16,bed worry every night
836,kian joo 4q net profit grows 12.5%; proposes four sen dividend,1,62,11,kian joo net profit grow propose four sen dividend
837,"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",1,105,19,lithuania operate profit rise eur eur correspond period
838,s p setia records 8th win at aon best employers award 2017,1,58,12,setia record win aon best employer award
839,keppel reit posts 3.4% decline in 4q dpu to 1.43 cents,-1,54,11,keppel reit post decline dpu cent
840,ecoworld reports lower 1q net profit despite rise in core earnings,1,66,11,ecoworld report lower net profit despite rise core earnings
841,Canadian Pension fund Borealis renews pursuit of Severn Trent : report,1,70,11,canadian pension fund borealis renew pursuit severn trent report
842,Persimmon reports strong trading despite EU vote and planning delays,1,68,10,persimmon report strong trade despite vote plan delay
843,texchem to venture into food logistics business with japan 's kokubu group,1,74,12,texchem venture food logistics business japan kokubu group
844,Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,1,159,23,brazilian mobile player telemig celular yesterday announce select finnish software developer tecnomen oyj expand prepay bill system
845,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",-1,218,38,scanfil system supplier contract manufacturer communication sector give notice productional employee temporarily lay employee plant sievi finland
846,' m'sia must prove jho low 's jet was bought with stolen money ',-1,64,14,sia must prove jho low jet buy steal money
847,Finnish plumbing and heating systems supplier Uponor Corporation ( OMX Helsinki : UNR1V ) said on Tuesday ( 12 August ) that its board of directors has authorised the management to proceed with a company-wide cost reduction program .,1,233,39,finnish plumb heat system supplier uponor corporation omx helsinki unr tuesday august board director authorise management proceed wide cost reduction program
848,hudson 's bay makes takeover approach to macy 's - wsj,1,54,11,hudson bay make takeover approach macy wsj
849,UPDATE 5-Buffett pays high price for Precision Castparts,1,56,8,buffett pay high price precision castparts
850,ringgit 's tumble seen causing bnm to hold key rate at 3%,1,57,12,ringgit tumble see cause bnm hold key rate
851,ivory properties' 1q net profit down 13.4% on absence of disposal gain,1,70,12,ivory property net profit absence disposal gain
852,ITV shares dip after update,-1,27,5,itv share dip
853,Satama earned Data Management Solutions competency with Business Intelligence specialization recentlyvia the acquisition of Fimentor Oy .,1,137,17,satama earn data management solution competency business intelligence specialization recentlyvia acquisition fimentor
854,credit card usage to decline as singapore consumers become more debt-averse,1,75,11,credit card usage decline singapore consumer become debt averse
855,"dominant enterprise 's 3q net profit up 82%, declares 1.5 sen dividend",1,70,12,dominant enterprise net profit declare sen dividend
856,The Department Store Division reported an increase in sales of 4 per cent .,1,75,14,department store division report increase sale per cent
857,Britain's FTSE slips from 2016 high as Sky falls,-1,48,9,britain ftse slip high sky fall
858,Glencore Sells Shares to Raise $2.5 Billion and Reduce Debt,1,59,10,glencore sell share raise billion reduce debt
859,Operating profit for 2009 lower than outlook published earlier .,-1,64,10,operate profit lower outlook publish earlier
860,klci up 0.19% on heavyweights ' lift despite no fresh catalyst,1,62,11,klci heavyweight lift despite fresh catalyst
861,us energy group hess corp 's se asia assets attract bid interest - sources,1,74,14,energy group hess corp asia asset attract bid interest source
862,UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,-1,64,9,sabmiller reject inbev bln takeover approach
863,"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",1,128,26,january ephc board director approve increase quarterly dividend per share
864,"Tekla Structures BIM Building Information Modeling software is being developed according to a long-term plan of improved user experience , process , and functionality .",1,168,25,tekla structure bim build information model software develop long term plan improve user experience process functionality
865,lower sales trim favelle favco 's 4q profit; plans 15 sen dividend,-1,66,12,lower sale trim favelle favco profit plan sen dividend
866,The company expects its net sales in the first half of 2008 to reach the previous year 's level .,1,97,20,expect net sale half reach previous level
867,managepay 's payment solution for insurers named ' best financial application',1,78,11,managepay payment solution insurer name best financial application
868,- The Group -?s result before taxes was EUR -1.9 ( -3.0 ) million .,-1,67,15,group result tax eur million
869,"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another .",-1,171,32,jul. police look man say terrorize male gunpoint east maple avenue afternoon shoot kidnap another
870,steady yield growth expected as singapore reits go on buying spree,1,66,11,steady yield growth expect singapore reit buy spree
871,Alma Media expects its net sales to increase as forecast previously .,1,69,12,alma medium expect net sale increase forecast previously
872,"rebound in resale prices, revitalised en-bloc market bode well for s ' pore property stocks",1,91,15,rebound resale price revitalise bloc market bode well pore property stock
873,the makers of iphones and laptops are prepping for a trade war,-1,62,12,maker iphones laptop prepping trade war
874,"comfortdelgro acquires more taxi licenses, vehicles for s$15 mil to expand business in shenyang",1,95,14,comfortdelgro acquire taxi license vehicle mil expand business shenyang
875,BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal,1,51,10,bbcn bancorp buy wilshire bancorp bln deal
876,prime london office values may fall 20% this year on brexit,-1,59,11,prime london office value may fall brexit
877,"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",-1,143,23,comparable operate profit quarter decrease eur sale increase eur compare quarter
878,naza ttdi hopes to clinch deal for kl metropolis hotel by 1q17,1,62,12,naza ttdi hope clinch deal metropolis hotel
879,"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO",1,66,12,whitbread profit sale continue rise look ceo
880,"Operating profit for the 12-month period decreased from EUR5 .4 m while net sales increased from EUR62 .0 m , as compared to the financial year 2004 .",-1,150,28,operate profit month period decrease eur net sale increase eur compare financial
881,Lean System supports change management and component purchasing extremely well .,1,80,11,lean system support change management component purchase extremely well
882,Tesco breaks its downward slide by cutting sales decline in half,1,64,11,tesco break downward slide cut sale decline half
883,"heveaboard says allegations on online portal ' untrue, defamatory and malicious'",-1,80,11,heveaboard allegation online portal untrue defamatory malicious
884,"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",-1,118,17,top commerce department publish worse expect construction spend figure november
885,"The dollar fell , though , against the pound and the yen .",-1,58,13,dollar fell though pound yen
886,mustapa mohamed: malaysia has done well in e&e on us investments,1,64,11,mustapa mohamed malaysia do well investment
887,starbucks blames slower china growth on drop in third-party delivery orders,-1,75,11,starbucks blame slower china growth drop party delivery order
888,umw says ' no ' merger plans with sime darby 's motor unit,-1,58,13,umw merger plan sime darby motor unit
889,"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .",1,118,20,investor continue interest share although quite cheap affarsvarlden
890,"FTSE hits three-week low as financials, Tesco fall",-1,50,8,ftse hit week low financials tesco fall
891,"This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody .",1,149,25,location make mall convenient place shop consumer large residential area nearby jaroszowka wysockiego zgody
892,"trading in lbs bina, ml global shares suspended until sept 14",-1,61,11,trade lb bina global share suspend sept
893,"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",1,113,24,finnish metso mineral value order go eur month
894,long-term outlook remains golden for this plantation stock with its latest breakthrough,1,87,12,long term outlook remain golden plantation stock latest breakthrough
895,"lii hen 3q net profit up 4.63%, declares 4 sen dividend",1,55,11,lii hen net profit declare sen dividend
896,gear up for a rough road with this singapore office reit,-1,56,11,gear rough road singapore office reit
897,"perstima 's 1q net profit rises 26.7% on higher sales, better margin",1,68,12,perstima net profit rise higher sale better margin
898,"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",1,125,26,move aim annual save eur main part expect realize
899,cab cakaran gets approval for 9.85% placement to plant wealth holdings,1,70,11,cab cakaran get approval placement plant wealth hold
900,Reluctant shareholder George Osborne loses patience with RBS,-1,60,8,reluctant shareholder george osborne lose patience rb
901,"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",1,235,32,finland base elcoteq privately hold provider electronics manufacture service communication thursday sign long term manufacture supply deal communication equipment andrew corp.
902,Tesco to pay $12 million to settle US lawsuit,-1,45,9,tesco pay million settle lawsuit
903,Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,-1,65,13,operate profit decrease eur eur
904,Viking Line head Jan Kaarstroem told TT that his company 's ferries were well equipped to handle ice and that all the passengers were safe .,1,140,26,viking line head jan kaarstroem tell ferry well equip handle ice passenger safe
905,"millennials do invest, even if they spend more money on discretionary items",1,75,12,millennials invest even spend money discretionary item
906,"gabungan aqrs 3q net profit surges 83%, declares two sen dividend",1,65,11,gabungan aqrs net profit surge declare sen dividend
907,bitcoin 's meltdown looks to grow worse before things get better,-1,64,11,bitcoin meltdown look grow worse thing get better
908,petronas  wants a ' equitable relationship' between lng producers and customers,1,79,11,petronas want equitable relationship lng producer customer
909,City spirits sink after Diageo comes up short with sales slide,-1,62,11,city spirit sink diageo come short sale slide
910,"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",-1,129,28,cencorp net sale quarter estimate eur compare eur quarter
911,Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,-1,167,34,finnish retail software developer aldata solution oyj report net loss mln euro mln versus net profit mln euro mln
912,"runway 3 to be closed for maintenance works in klia, says mahb",-1,62,12,runway close maintenance work klia mahb
913,"inno mind works not involved in focus malaysia acquisition, says director",1,73,11,inno mind work involve focus malaysia acquisition director
914,malaysia confident of keeping sea games 2017 cost 50% below singapore,1,69,11,malaysia confident keep sea game cost singapore
915,"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",1,194,35,arvo vuorenmaa loviisa plant general manager application licence standard procedure quite confident approval grant
916,toshiba asks law firm to advise on potential westinghouse bankruptcy cost - sources,-1,83,13,toshiba ask law firm advise potential westinghouse bankruptcy cost source
917,"US STOCKS-Wall St rises on Berkshire deal, China stimulus hopes",1,63,10,stock wall rise berkshire deal china stimulus hope
918,tm secures rm916.1m deal to provide digital terrestrial tv services to mytv,1,75,12,secure deal provide digital terrestrial service mytv
919,nomura expects bnm to maintain opr as it sees downside risks to malaysia 's 2018 growth,1,87,16,nomura expect bnm maintain opr see downside risk malaysia growth
920,s ' pore family-owned firms deliver greatest share price returns in asia pacific ex-japan: credit suisse,1,104,16,pore family own firm deliver greatest share price return asia pacific japan credit suisse
921,ambank ceo: there are still ' sweet spots' in the m'sian economy amidst the gloom,1,81,15,ambank ceo still sweet spot sian economy amidst gloom
922,"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .",1,85,20,net profit amount
923,berjaya group 's us$380m four seasons kyoto aims for december grand opening,1,75,12,berjaya group us$ four season kyoto aim december grand open
924,trade worries caused asian shares to deepen 2018 losses in august,-1,65,11,trade worry cause asian share deepen loss august
925,"UPDATE: AstraZeneca's Selumetinib Gets Orphan Drug Label, Good AZD9291 ...",1,74,10,astrazeneca selumetinib get orphan drug label good azd ...
926,china 's hengyi opens singapore trade office for brunei oil-petchem project,1,75,11,china hengyi open singapore trade office brunei oil petchem project
927,Britain's FTSE forges ahead as Shire surges,1,43,7,britain ftse forge ahead shire surge
928,latitude tree sees 27% drop in 1q net profit on higher costs,-1,60,12,latitude tree see drop net profit higher cost
929,"islamic banks ' profits to be hit by higher funding costs, says ram",-1,67,13,islamic bank profit hit higher fund cost ram
930,Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,1,122,24,operate profit rise eur eur correspond period represent net sale
931,sapura resources in the red in 4q on lower associate contributions,-1,66,11,sapura resource red lower associate contribution
932,"kimlun 's 4q net profit up 13%, plans 6.5 sen dividend",1,54,11,kimlun net profit plan sen dividend
933,`` We were the lowest bidders and now the final approval is awaited . '',1,72,15,lowest bidder final approval await
934,Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,1,78,16,sanoma magazine finland net sale grow eur eur
935,"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",-1,149,28,nokia share hit euro friday start part slow introduction touch screen model
936,EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .,1,186,30,eurochem cfo andrey ilyin facility mark another important step eurochem secure long term finance necessary potash strategic project
937,"HSBC Preparing Job Cuts That May Target 20000 Workers, Sky Says",-1,63,11,hsbc prepare job cut may target worker sky
938,REFILE-Hikma and Barclays help Britain's FTSE to climb higher,1,61,9,refile hikma barclays help britain ftse climb higher
939,The operating margin came down to 2.4 % from 5.7 % .,-1,52,12,operate margin come
940,fed tees up march rate hike as key policymaker shifts tone,1,58,11,feed tee march rate hike key policymaker shift tone
941,The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,-1,90,19,stock hit profit warn finnish rival rautaruukki oyj omx rtrks
942,ghl systems 4q net profit up 11.5% as overseas contribution rises,1,65,11,ghl system net profit overseas contribution rise
943,"golden agri-resources reports 68% fall in 1q earnings to us$12m on lower palm production, cpo prices",-1,100,16,golden agri resource report fall earnings us$ lower palm production cpo price
944,Device volume in the area decreased by 21 % to 2.7 mn units .,-1,61,14,device volume area decrease unit
945,"kuantan flour mills ties up with lotus essential to provide flour milling activities, consider strategic investment",1,115,16,kuantan flour mill tie lotus essential provide flour mill activity consider strategic investment
946,"act your age, rafizi tells annuar musa in verbal joust over mara scandal",-1,72,13,act age rafizi tell annuar musa verbal joust mara scandal
947,steady domestic demand to continue driving singapore 's growth in 2017,1,70,11,steady domestic demand continue drive singapore growth
948,The company 's strength is its Apetit brand .,1,45,9,strength apetit brand
949,bumi armada secures more work worth rm576m from russia 's lukoil,1,64,11,bumi armada secure work worth russia lukoil
950,"Overall , 50 percent of respondents were confident about their security when banking online .",1,93,15,overall respondent confident security bank online
951,Arm profits and sales up as shift away from mobile gains pace,1,61,12,arm profit sale shift away mobile gain pace
952,`` We are pleased to deliver the Basware Invoice Automation solution to a major retail company in the US .,1,106,20,please deliver basware invoice automation solution major retail
953,Aviva weighs cash handout after beating profit forecast,1,55,8,aviva weigh cash handout beat profit forecast
954,Tesco criticised for 'disgraceful' advert showing domestic worker being slapped,-1,79,10,tesco criticise disgraceful advert show domestic worker slap
955,priceworth close to winning rm120m container flooring job from china-based manufacturer,1,87,11,priceworth close win container floor job china base manufacturer
956,pua to mia: why the snail 's pace in dealing with complaints against 1mdb auditors?,-1,83,15,pua mia snail pace deal complaint mdb auditor
957,ringgit sinks as crude 's tumble bodes ill for malaysia finances,-1,64,11,ringgit sink crude tumble bode ill malaysia finance
958,lay hong 's 2q net profit rises 36% on unit disposal gain,1,57,12,lay hong net profit rise unit disposal gain
959,"a-g played judge and prosecutor in clearing najib, says dr mahathir",1,67,11,play judge prosecutor clear najib mahathir
960,Primark racks up a happy Christmas after strong sales,1,53,9,primark rack happy christmas strong sale
961,mah sing to provide business grants for savanna lifestyle shop owners,1,69,11,mah sing provide business grant savanna lifestyle shop owner
962,innovation seen to allow hartalega to sustain demand for its products,1,69,11,innovation see allow hartalega sustain demand product
963,tm 's 2q net profit down 52% on lower data services,1,51,11,net profit lower data service
964,"The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara .",1,140,24,pilot project prove rifd technology ideal purpose comment olli saarinen material handle supervisor yara
965,"paramount achieves sales of rm227m, posts lower net profit in 1q",-1,64,11,paramount achieve sale post lower net profit
966,Four ex-Barclays bankers sentenced for roles in Libor rate-rigging scandal,-1,74,10,four barclays banker sentence role libor rate rig scandal
967,EasyJet attracts more passengers in June but still lags Ryanair,1,63,10,easyjet attract passenger june still lag ryanair
968,subur tiasa sinks further into the red in 2q on lower oil palm output,-1,69,14,subur tiasa sink red lower oil palm output
969,tropicana corp surges after top glove 's lim wee chai buys stake,1,64,12,tropicana corp surge top glove lim wee chai buy stake
970,"immediate support for bumi armada at 76 sen, says alliancedbs research",1,70,11,immediate support bumi armada sen alliancedbs research
971,dmx technologies receives sgx approval to delist; in discussions to sell malaysia subsidiary,1,92,13,dmx technology receive sgx approval delist discussion sell malaysia subsidiary
972,"astro 1q net profit lower at rm195.82m, pays 3 sen dividend",-1,59,11,astro net profit lower pay sen dividend
973,"hap seng consolidated 4q net profit up 38% driven by its plantation, fertiliser trading divisions",1,97,15,hap seng consolidate net profit drive plantation fertiliser trade division
974,YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets .,1,106,19,yit acquisition part strategy expansion central eastern european market
975,NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,1,164,26,nasdaq list yahoo inc introduce service enable malaysian take favorite internet content service mobile phone
976,Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,-1,94,14,finnish insurance fennia kesko group end loyal customer cooperation
977,ecofirst secures rm189.95m financing facilities from mbsb to fund ampang ukay project,1,85,12,ecofirst secure finance facility mbsb fund ampang ukay project
978,"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .",1,195,38,plan facility estimate cost around million largest biodiesel plant world use palm oil certify roundtable sustainable palm oil rspo
979,BP set to cut hundreds of jobs at North Sea operations,-1,54,11,set cut hundred job north sea operation
980,"george kent 2q net profit up 24%, pays 2.5 sen dividend",-1,55,11,george kent net profit pay sen dividend
981,lim guan eng : malaysia to abide by water pact with singapore,1,61,12,lim guan eng malaysia abide water pact singapore
982,"tune protect 's 3q profit falls 20%, declares 4.04 sen dividend",1,63,11,tune protect profit fall declare sen dividend
983,Glencore tells investors it is on track to reduce debt: Barclays,1,64,11,glencore tell investor track reduce debt barclays
984,cosco corp put on ' hold ' by dbs with buyout plan still fuzzy,-1,62,14,cosco corp put hold db buyout plan still fuzzy
985,"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .",1,246,47,finnish broadband data communication system provider teleste oyj hel tlt yesterday return net profit eur million usd nine month versus net loss eur period
986,perisai swings back into the black in 4q with rm10.2m net profit,1,64,12,perisai swing back black net profit
987,"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",-1,96,20,net cash operate activity negative eur compare eur
988,"no criminal offence over rm2.6 bil in najib 's accounts, says a-g",1,65,12,criminal offence bil najib account
989,"Furthermore , Novator Finland Oy has entered into a securities lending agreement , whereby Novator Finland Oy will hold directly the same amount of shares that are underlying of the OMX market forwards from May 23 through May 26 , 2008 .",1,237,42,furthermore novator finland enter security lend agreement whereby novator finland hold directly amount share underlie omx market forward may may
990,bassets gets profit boost from investment fair value changes in 3q,1,66,11,basset get profit boost investment fair value change
991,Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,1,69,15,dilute earnings per share eps rise eur versus eur
992,"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .",1,160,28,lee man paper metso long prosperous operation good example changshu hongmei kraftliner machine deliver earlier
993,capitaland divests entire stake in vietnam real estate unit for s$6.4 mil,1,73,12,capitaland divest entire stake vietnam real estate unit mil
994,The diesel margin has remained high .,1,37,7,diesel margin remain high
995,tengku sarifuddin: saudi minister proves tun m 's allegations against najib completely false,-1,92,13,tengku sarifuddin saudi minister prof tun allegation najib completely false
996,moody ' s: tenaga 's rating unaffected by 1h results; outlook stable,1,68,12,moody tenaga rat unaffected result outlook stable
997,"nestle 's 3q net profit up 19%, declares 65 sen dividend",1,56,11,nestle net profit declare sen dividend
998,manulife us reit makes us$115 mil maiden acquisition; announces private placement,1,81,11,manulife reit make us$ mil maiden acquisition announce private placement
999,Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .,1,181,29,ramirent lead construction machinery rental finland annual sale eur million operate nationwide outlet employee
1000,Tesco share price closes higher as two more directors leave grocer,1,66,11,tesco share price close higher director leave grocer
1001,haw par posts 31.8% decline in fy16 earnings to s$125 mil on absence of one-off gains,-1,85,16,haw par post decline earnings mil absence gain
1002,"klccp stapled group 2q net profit up slightly, pays 8.7 sen dividend",1,68,12,klccp staple group net profit slightly pay sen dividend
1003,nomura is said to cut 50 london roles as trading chiefs hit,-1,59,12,nomura cut london role trade chief hit
1004,"Tesco set to sell Kipa, Giraffe businesses - Sky News",1,53,10,tesco set sell kipa giraffe business sky news
1005,"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .",1,159,29,operate profit nine month period increase eur net sale increase eur compare correspond period
1006,"berjaya auto 's 2q net profit slips 7.8%, plans 2.5 sen dividend",1,64,12,berjaya auto net profit slip plan sen dividend
1007,Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .,1,168,27,contract cramo sverige subcontractor brinkab provide scaffold installation lkab pellet plant kiruna northern sweden
1008,"Finnish silicon wafers manufacturer Okmetic Oyj said on June 29 , 2007 it signed an agreement with Nordea Bank Finland Plc , the local subsidiary of Swedish commercial bank Nordea Bank AB , which will refinance Okmetic 's syndicated bank facility which amounts to some 20 mln euro ( $ 26.9 mln ) .",1,297,54,finnish silicon wafer manufacturer okmetic oyj june sign agreement nordea bank finland plc local subsidiary swedish commercial bank nordea bank refinance okmetic syndicate bank facility amount mln euro mln
1009,"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .",1,72,16,fiskars brand report net sale eur eur
1010,"karex 's 2q net profit halves on higher distribution, marketing expenses",1,72,11,karex net profit half higher distribution market expense
1011,"In the Asia-Pacific region , Visa Wave is available in Malaysia , Taiwan and South Korea and will be expanded to Japan and Southeast Asia this year , Jung added .",1,162,31,asia pacific region visa wave available malaysia taiwan south korea expand japan southeast asia jung add
1012,"too much ' face time ' is the no. 1 productivity killer, say singapore employees",-1,80,15,much face time no. productivity killer say singapore employee
1013,sumatec says alleged default on rm121 mil loans will not impact group,1,69,12,sumatec allege default mil loan impact group
