doc_id,news_title,sentiment
1041,"global bond issuance is forecast to decline by 0.4% in 2018, says s&p",-1
1042,malaysia 's july cpi eases to 3.2% on slower transport cost growth,-1
1043,Sanoma News ' advertising sales decreased by 22 % during the year .,-1
1044,toshiba offered us$17.9b for chip unit by silver lake and broadcom - nikkei,1
1045,Severn Trent share price rises as first half profit inches up as customer ...,1
1046,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,1
1047,"cover story: after a rough 2015, what should we do next? (part 2)",-1
1048,"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",1
1049,fitch affirms malaysia 's credit rating; expects the country 's strong growth momentum to continue,1
1050,citic envirotech secures largest project in lanzhou city worth s$943 mil,1
1051,govt to bear rm2.8b cost of pan borneo highway land acquisition,1
1052,"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",-1
1053,annual asean capital market conference to be introduced to promote region 's asset classes,1
1054,renewals and festive spending drive igb reit 's 1q net profit,1
1055,ta ann gets sustainable timber management certification for its local operations,1
1056,Finnair was able to operate most of its leisure flights despite the strike .,1
1057,"changi airport to raise aeronautical fees to help fund changi east development, improve existing terminals",1
1058,olam 's 2q earnings down 36.4% to s$94m on coffee and peanut business,-1
1059,The production is to be liquidated before June 2009 and 325 employees loose their jobs .,-1
1060,irwan serigar makes macc report over ' missing ' gst refund money,-1
1061,del monte pacific swings back to profitabiliity in 3q with earnings of s$12.1 mil,1
1062,Admiral and Schroders lift FTSE with profits surge,1
1063,"Asimilar agreement was signed between China Mobile Ltd. ( SEHK : 0941 and NYSE : CHL ) , the largest mobile carrier , and theGPS and social networking service provider , promoting GyPSii service before Beijing 2008 Olympic Games , according to thelatest news .",1
1064,"FTSE 100 drops 2.5 pct on Glencore, metals price fears",-1
1065,"pmo: fgv should continue with disciplinary proceedings against ceo, cfo, 2 other officials over alleged improprieties",-1
1066,AstraZeneca share price: Company to carve out antibiotic R&D unit into separate ...,1
1067,The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,-1
1068,"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .",-1
1069,"hk 's fifth-tallest tower sells for record us$5.15 bil, economic journal says",1
1070,oil drops over 2% as china slowdown weighs; market loses faith in rebound,-1
1071,boon koon 's rebuilt commercial vehicle biz on track to meet rm3m pbt target,1
1072,These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,1
1073,"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",-1
1074,kerjaya prospek 's 2q earnings leapfrog with hefty contribution from construction,1
1075,ppb 3q net profit down 9.2% on lower contribution from wilmar,1
1076,"ifc, citigroup ink us$1.2b risk sharing facility to boost emerging markets",-1
1077,"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",1
1078,"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .",1
1079,"BPI Says Caixabank, Isabel dos Santos Reach Agreement Over Angola Exposure",1
1080,Supreme Court Upholds $236 Million Jury Award Against ExxonMobil,-1
1081,"asia 's coal markets tighten on indonesia port probe, australian cyclone",-1
1082,sarawak report editor on najib trial: judiciary can perform without gag order,1
1083,"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals .",1
1084,"The production capacity can be tripled without any major additional investments , the company said .",1
1085,wto sees signs of trade tensions starting to affect global economy,-1
1086,"celcom not resting on its laurels, eyeing boost to bottom line",-1
1087,"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .",1
1088,Barclays sells benchmark indices unit to Bloomberg,1
1089,"global airline share price index has fallen by 14.3% ytd, says iata",-1
1090,"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",-1
1091,"M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .",1
1092,SSE faces profiteering accusations despite 5.3% cut in gas charges,-1
1093,"worst over for ihh healthcare 's new gleneagles hk, says cimb",-1
1094,felcra retracts interest in taking up equity in kuantan flour mills,-1
1095,"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",1
1096,samsung leader quizzed for over 22 hours in s.korea corruption scandal,-1
1097,hap seng plantations net profit jumps 46%; pays five sen dividend,1
1098,"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",1
1099,"astro 's 3q profit hit by finance costs, pays 2.75 sen dividend",1
1100,"new hoong fatt 's 3q net profit up 22%, pays 3 sen dividend",1
1101,"ceos optimistic on global economic outlook for 2018, but threats to growth remain",-1
1102,- I am pleased that Bjorn Wahlroos has accepted the nomination .,1
1103,"METALS-Zinc soars 10 pct, fuelling metals surge after Glencore cuts output",1
1104,graft scandal at malaysia palm oil giant brings risks for najib,-1
1105,"cimb 's stakeholding realignment a ' positive ' for longer-term prospects, say analysts",1
1106,"aiib studies proposal to finance green, renewable energy projects in m'sia",1
1107,noon market* klci continues bearish run in tandem with regional markets,-1
1108,"In addition , the company will reduce a maximum of ten jobs .",-1
1109,bat market share likely to grow with govt 's fight against illicit cigarettes,-1
1110,`` Consumers have very well received our packed fresh meat .,1
1111,airasia offers promotional fares from as low as 10 sen to selected destinations,1
1112,astro 's 2q net profit dips 8.6% to rm125.4m on lower ebitda,1
1113,australia 's plans to build foreign ties with undersea cables hits snags at home,1
1114,Horizonte acquires neighbouring Glencore nickel property in Brazil,1
1115,bnm to roll out special housing loan next month - mof,1
1116,"The broker has initiated both Palfinger AG and Konecranes OYJ with ` buy ' recommendations , with 51 and 42 eur price targets respectively .",1
1117,spackman entertainment out of the red with 1q earnings of s$7.6 mil,1
1118,total sports asia to boost bukit jalil sports complex 's value,1
1119,"perstima 's 2q net profit up 78%, pays 18 sen dividend",1
1120,"In complying with the European Water Framework Directive requirements , the pre-treatment unit will be fully renovated , including hydraulics of waste water inception , degridding , sand and grease removal and treatment and deodorization of the unit .",1
1121,"gag order to prevent pre-judgement on najib 's case, says defence counsel",-1
1122,"jf apex securities maintains hold on genp, raises target to rm10.73",1
1123,run-up to ge14: dr m 's gambit for the malay psyche,1
1124,assets invested in etfs/etps listed globally hit new record of us$4.1 tril,1
1125,"klci to remain under pressure, stay below 1,700 on rising global trade fears",-1
1126,"star media banking on ge14, world cup to boost ad spend",1
1127,G4S sees profits rise but UK contract problems remain,1
1128,asian refiners ramp up output to fill supply gaps left by harvey,1
1129,govt gains rm300m per us dollar rise in oil price: mof,1
1130,"ba cancellations highlight airlines ' increasing it risk, says fitch ratings",-1
1131,uem edgenta 's 1q net profit falls 45% on lower revenue in two divisions,-1
1132,"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy .",1
1133,"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",1
1134,CompaniesAberdeen Asset Mgt reports 10th consecutive quarterly outflows,-1
1135,Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,1
1136,"immediate support for bina puri at 40 sen, says alliancedbs research",1
1137,"maybank ib welcomes govt measures to boost malaysia, singapore capital markets",1
1138,great eastern 's 3q earnings rise to s$195 mil on disposal gain,1
1139,mm2 asia kept at ' buy ' on stake acquisition of local golden village business,1
1140,"kronologi share price likely to gain stronger momentum, says hlib research",1
1141,"klci falls with axiata, digi after rising on yellen 's comments",-1
1142,nearly rm220m in govt funds used to recover abandoned home projects,1
1143,"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham .",-1
1144,"astino 1q net profit rises 9.8%, looks to produce new products",1
1145,Teva First-Quarter Net Rises 11% Amid Mylan Takeover Battle,1
1146,"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",1
1147,"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",-1
1148,Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,-1
1149,"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",-1
1150,"the price to try a drug could be $300,000 for dying patients",-1
1151,"ppb group 4q net profit down 24%, declares 22 sen dividend",1
1152,"klci pares loss, attempts to climb higher in line with region",-1
1153,Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,-1
1154,"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",-1
1155,odm project an opportunity for pie industrial to tap into big orders,1
1156,"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",-1
1157,"c.i holdings, cck consolidated, cworks systems, farms best and ancom bhd",1
1158,"alliance bank seen as biggest beneficiary from a potential rate hike, says cimb research",1
1159,"nestle malaysia 1q profit up 4.4% as cost management, marketing pay off",1
1160,uem sunrise 2q net profit down 35% on year at rm55m,1
1161,Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority shares in mid-July .,1
1162,petronas denies report it is considering sale of canadian lng project stake,-1
1163,sapura energy (formerly known as sapurakencana petroleum) 4q net loss narrows yoy to rm172m,-1
1164,asian pay television trust posts 1q dpu of 1.625 cts; gets upgraded to ' buy' on share price weakness,-1
1165,Exports grew 16.5 percent to 19.1 million liters .,1
1166,Companies Severn Trent expects costs hit from inflation,-1
1167,The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .,1
1168,"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",1
1169,cimb says maxis' 1q core net profit in line with forecasts,1
1170,"The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .",1
1171,oil down 2 pct; july to be worst month in a year for u.s. crude,-1
1172,rht health trust says report of buyout by fortis ' speculative ',1
1173,UK's Osborne may sell state-owned RBS shares at a loss -paper,-1
1174,eco grandeur 's esplanad phase 1 achieves 75% take-up within 2 hours,1
1175,st engineering 's electronics arm wins s$695 mil worth of contracts in 4q,1
1176,"According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .",1
1177,"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .",1
1178,Morrisons share price: Group trading director departs as management cull ...,-1
1179,"maybank, spritzer among 210 winner of the 2016 world branding awards",1
1180,s p setia 's elonia at bukit indah fully taken up,1
1181,Sanoma Magazines ' net sales are estimated to grow in 2006 .,1
1182,UPDATE: Aggreko Interim Profit Drops As It Undertakes Restructuring,-1
1183,The long-term contract is global .,1
1184,Production will expand to other of Elcoteq 's locations including Mexico and Hungary during 2010 .,1
1185,"malaysia 's first online trading platform launched, targets 30% retail market share",1
1186,"nestle 's fy15 net profit up at rm591m, pays rm1.30 dividend",1
1187,uob asset management launches first fund for retail investors to access alternative investments,1
1188,rothschild ' seriously violated' anti-money laundering rules in relation to 1mdb - finma,-1
1189,"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .",1
1190,Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,1
1191,eco world 4q net profit up 49% on year at rm29m,1
1192,"In 2006 , Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 .",1
1193,mb world 's 2q earnings more than triples as revenue doubles,1
1194,"germany, uk said to drop key brexit ask, easing path to deal",-1
1195,"trive active, up 5.26% on jv agreement to make solar energy products",1
1196,gic in joint venture to acquire south korean office property for s$518 mil,1
1197,ringgit ready for rebound as foreign funds ease pressure on bnm,1
1198,singapore air kept at ' add ' by cimb on strong airfreight and scoot demand in 3q,1
1199,The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,1
1200,lpi 's 2q net profit surges 148% to rm213 million on equity disposal gains,1
1201,hong kong 's private home prices maintain record-breaking run in may,1
1202,fundraising (non-ipo) - notable mentions: sime darby 's rm4.6 bil deleveraging exercise,1
1203,Persimmon sees post-election pick-up,1
1204,malaysian banks' stress test results a ' credit positive' - moody ' s,1
1205,eg industries advances 1.78% on plans to list unit on thailand stock market,1
1206,construction steel demand seen to pick up in 2h for ann joo,1
1207,"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .",1
1208,`` The trend in the sports and leisure markets was favorable in the first months of the year .,1
1209,khazanah raises rm100m via sri sukuk to roll out trust schools programme,1
1210,asiatic defends power plant investments in the face of shareholders' criticisms,1
1211,"According to the company 's updated strategy for the years 2009-2012 , Basware targets a long-term net sales growth in the range of 20 % -40 % with an operating profit margin of 10 % -20 % of net sales .",1
1212,klci cuts losses on ihh spike as telcos weigh down index,-1
1213,Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,-1
1214,"genting malaysia price to inch up in near term, says hlib research",1
1215,allianz' 1q net profit slips 0.62% to rm73.2m on lower performance in two segments,1
1216,singapore 's pmi shows manufacturing still lost in the woods: dbs,-1
1217,"`` In terms of profitability and earnings 2007 was the best year in our history , '' Chief Executive Veli-Matti Mattila said .",1
1218,"perodua 's 9m market share at 36%, year-to-date volume down 4.2%",1
1219,"O'Leary 's Material Handling Services , located in Perth , is the leading company in Western Australia that supplies , installs and provides service for tail lifts .",1
1220,airasia 's success could be mahb 's loss in more than just sabah - cimb research,-1
1221,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",1
1222,"inix plans par value reduction to pare losses, 2-into-1 share consolidation thereafter",1
1223,us fund elliott rescues deal to sell soccer club ac milan,1
1224,iris corp to partner norway 's zwipe for biometric smartcard venture,1
1225,Clydesdale Bank hit with record PPI fine for 'unacceptable' staff lies,-1
1226,"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",-1
1227,"`` In the newly formed company YIT Stavo the local contact network , expertise and market know how of Euro Stavokonsult will be combined with YIT 's housing concept , '' said Juha Kostiainen , Yit 's Vice President , Corporate Communications and Business Development .",1
1228,"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .",1
1229,"klci expected to struggle in line with weaker global markets, immediate support at 1,750",1
1230,"Centrica extends gas deals with Gazprom, Statoil",1
1231,petronas' lng project reviewed under ' robust process' - canada pm,1
1232,Companies raise less money on London Stock Exchange in 2015,-1
1233,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",-1
1234,metro reverses into 4q loss but full-year earnings still up 94%,-1
1235,higher minimum wage to have minimal impact on planters' operation cost,1
1236,"htc 's june sales slump 68%, biggest drop in over two years",-1
1237,"sapura energy active, jumps 6.30% on discovery of gas well in bintulu",1
1238,lim says the alternative design allows the adoption of green technology,1
1239,"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",-1
1240,"hibiscus, dagang nexchange say north sea gua-p2 side-track oil well is completed",1
1241,ascendas reit plans private placement to raise s$450m mainly for recent uk acquisition,1
1242,"deutsche bank wealth management unit to hire, invest more than s$100m in digital tech",1
1243,"bina puri, cahya mata sarawak rise on landing pan borneo highway job",1
1244,`` Residentialconstruction in particular has picked up in several markets .,1
1245,magna prima 's 3q profit hits rm85m on property development contribution,1
1246,gm 's cadillac sees double-digit sales growth in china this year,1
1247,Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new long-term incentive and commitment plan for members of the management team .,1
1248,"magni-tech 's 2q profit falls on lower sales, declares 4.5 sen dividend",-1
1249,`` I warmly welcome Michael Frei to Outotec .,1
1250,"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia .",-1
1251,sph posts 64% rise in 3q earnings to s$47m on lower impairment charges,1
1252,prasarana warns scomi of kl monorail contract termination after scomi fails to deliver trains on time,-1
1253,Stars aligned' for AB InBev's megabrew merger plan,1
1254,hongkong land signals expansion of singapore property portfolio with central boulevard project,1
1255,"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",1
1256,morgan stanley recommends long eur vs ringgit on weak risk appetite,-1
1257,"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",1
1258,Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,1
1259,The net sales decreased to EUR 49.8 million from EUR 59.9 million .,-1
1260,Synergy benefits will start to materialise in the second quarter .,1
1261,e&o secures kwap as cornerstone jv partner for stp phase 2a,1
1262,malaysia likely to go it alone on eu palm oil resolution,-1
1263,plantations could yield higher fresh fruit bunches production in 2018: uob,1
1264,d&o ties up with hk firm to expand range of led products and services,1
1265,mrcb intends to partner with adani group to build convention centres in india,1
1266,We are now in a position to pursue novel clinical candidates going forward . '',1
1267,bland 's unit to sell chinese mall project for rmb2.08 bil,-1
1268,capitaland posts 74% rise in 4q earnings to s$430.5 mil on higher handover of china projects,1
1269,pm: misunderstanding between china and the new govt has been cleared,1
1270,"Most of the permanent layoffs will be in the plywood and sawn timber sectors of the Finnish company 's operations at several domestic mills , where earlier this year it temporarily laid off some 1,200 workers to save costs .",-1
1271,"maxis' 4q net profit up 38% on year at rm468m, full-year profit up at rm1.74b",1
1272,Barclays share price subdued as bank faces fresh forex probe,-1
1273,"three-a resources 2q net profit jumps 30.6% on higher revenue, margins, forex gains",1
1274,"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",1
1275,`` Our design team has long admired Marimekko 's vivid patterns and colors .,1
1276,"perodua projects lower market share, vehicle sales this year on tough economy",-1
1277,Performance in the second half of 2009 exceeded expectations .,1
1278,These companies will be able to keep their market positions .,1
1279,miti hopes to approve rm30.8b worth of investments by year end,1
1280,"yum brands comparable sales miss as pizza hut, taco bell disappoint",-1
1281,"iqi acquires 33,000 sq ft in exsim group 's upcoming millerz square at old klang road",1
1282,pan borneo highway to affect 570 land owners in mandatory acquisition,-1
1283,"nestle 's 1q net profit up 17.5% on strong domestic sales, export growth",1
1284,this well-established s ' pore industrial group has grabbed the attention of cimb,1
1285,tmc eyes jv to facilitate new dialysis centre in iskandariah hospital,1
1286,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,-1
1287,"imf upgrades china growth estimate on stimulus, downgrades india after cash crunch",-1
1288,"In 2006 , the company intends to invest significantly in expanding its distribution and maintenance network .",1
1289,hsl appeals over failed bid to strike out suit against four directors,-1
1290,The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .,1
1291,moody 's changes parkson 's hk arm 's ba3 rating outlook to negative,-1
1292,mmhe 4q net profit at rm48m as heavy engineering segment returns to black,1
1293,vietnam 's nghi son refinery seeks approval for oil product exports - sources,1
1294,"halcyon agri reports 3q loss of us$12.1 mil on the back of low rubber prices, reduced volume",-1
1295,"' fiscal stupidity ' of govt not to recover 1mdb-linked seized assets, says pkr lawmaker",-1
1296,"In addition to the demand in Finland , the export of lining stone products also increased .",1
1297,"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said .",1
1298,pm looks to reduce ecrl and sser loan interest rates during china trip in august,1
1299,Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,1
1300,Is Trouble Brewing At Legal & General Group Plc And Aviva plc?,-1
1301,FDA Approves AstraZeneca's Iressa As Lung Cancer Treatment,1
1302,Pfizer to cut 120 jobs with closure of Cambridge R&D centre,-1
1303,CompaniesAB InBev signals it won't go hostile for SABMiller,1
1304,BP joins forces with Det Norske in Norway,1
1305,ioi corp extends gains after providing more clarity on rspo suspension development,1
1306,"spackman 's 1q earnings plunge 93% to s$0.5m on higher expenses, lower other income",-1
1307,"Bunzl backs 2015 view, buys more businesses",1
1308,"`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .",1
1309,"`` Following last year 's good profit development , we have entered the current year in a good position .",1
1310,"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",1
1311,"GlaxoSmithKline targets growth across units, scraps ViiV IPO",1
1312,"cimb ib research downgrades aemulus to hold, cuts target to 30 sen",-1
1313,Associated British Foods helps FTSE to rebound,1
1314,"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",-1
1315,Direct Line rings up higher profit,1
1316,"paramount 's 2q profit up 70%, plans rm405m launches for 2hfy16",1
1317,"`` It gives us a sense of pride and exposure , '' said Bruce Hansen , the SVH sales representative for Wolverine .",1
1318,"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",1
1319,venture: why neoh thinks fave will win where groupon didn ' t,1
1320,kronologi asia to establish data centre in hk via st electronics partnership,1
1321,"nestle malaysia 's 3q net profit up 19%, pays 65 sen dividend",1
1322,"puncak niaga files rm14b suit against khalid, azmin and selangor govt",-1
1323,"stanchart expects bank negara to cut opr in 1q17, instead of next wed",-1
1324,"utusan 's 3q net loss widens on lower publication, distribution and advertisement revenue",-1
1325,malaysia 's mar 1-25 palm oil exports down 1.2 pct on month -its,-1
1326,RBS invites pitches for broker role ahead of privatisation - sources,1
1327,"1mdb cashed out rm10.97b in 2015, 2016 via asset sales - mof",1
1328,"Glencore swings to loss, will sell more assets",-1
1329,Tesco UK personnel director quits supermarket,-1
1330,`` It allows the young child to move forward with his life . '',1
1331,Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,1
1332,"swiber aside, the o&g nightmare for banks is far from over",-1
1333,Centrica prepared for takeover approach - chairman,1
1334,pintaras jaya 1q net profit nearly doubles on higher construction activities,1
1335,klci falls 0.77% as trump 's tariffs on china take effect,-1
1336,china everbright water wins s$6.3m water supply project contract in shandong,1
1337,trump 's overture to emerging asia drowned out by trade war,-1
1338,the call: here are a few good reasons to invest in sgx,1
1339,UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,1
1340,"oil output from us, brazil, canada and norway to keep global markets well supplied, says iea report",1
1341,Tesco Mobile is offering you cash back in exchange for looking at ads,1
1342,"wah seong 's new contract to boost oil & gas orderbook to rm1b, says hlib research",1
1343,strong momentum of international traffic flow seen to continue for mahb,1
1344,my e.g. loses rm4.7 bil market cap in frenzied post ge14 selldown,-1
1345,keppel 's full-year earnings sink 72% to s$217m on financial penalty,-1
1346,"press metal posts record net profit in 9mfy17, pays 1.5 sen dividend",1
1347,robust balance sheet & occupancy rates keep wheelock properties at ' buy ',1
1348,"Selects Third Party Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; Leading Specialty Packaging Manufacturer Employs Complete 3PL Solution for Supply Chain Visibility and Transportation Efficiency to Increase Service Levels and On-Time Deliveries",1
1349,"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",1
1350,klci erases losses on crude oil amid us rate hike talk,-1
1351,master licensor of yogurt maker tutti frutti launches rto of smtrack,1
1352,former director linked to cse global fined for insider trading of shares in 2011,-1
1353,"lion corp 's 1q net loss doubles to rm175.7m on lower revenue, forex loss",-1
1354,"rafizi: tabung haji should also be probed, not just th heavy",-1
1355,Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger,1
1356,"kuala lumpur inbound tourism to grow 7.2% this year, says mastercard",1
1357,reach energy 's qa target finds o&g deposits in southwestern kazakhstan,1
1358,"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday .",1
1359,S&P downgrades Barclays and RBS on government bailout fears,-1
1360,here 's why deutsche bank favours singapore banks over hong kong ' s,1
1361,Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,1
1362,"fdi, greater trade openness can counter risk of rising protectionism, says adb",-1
1363,econpile hits fresh 52-week high as fy17 net profit rises 20%,1
1364,"india 's import duty on palm oil a positive to boost demand, says cimb ib",1
1365,Builder Persimmon hails 6% rise in house sales,1
1366,petronas among earliest to be approved for brazil 's round 14 licencing exercise,1
1367,berjaya media falls into pn17; 4q net loss jumps near 4 times,-1
1368,"china stationery says 3q results on hold, while 2 remaining directors could not be reached",-1
1369,Royal Dutch Shell pulls plug on Arctic exploration,-1
1370,The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years .,-1
1371,The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,1
1372,"heineken 's quarterly net profit up 38% on higher sales, pays 35 sen dividend",1
1373,UPM-Kymmene is working closely with its shipping agents to reduce fuel consumption and greenhouse gas emissions .,1
1374,Royal Mail share price rallies amid positive broker comments,1
1375,malaysia oct nikkei pmi drops to 48.6 on lower new orders,-1
1376,The cooperation will double The Switch 's converter capacity .,1
1377,Industry NewsWood Group wins multi-million dollar contract with BP,1
1378,A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland .,1
1379,chin hin acquires 45% stake in solar system installer for rm24.75m,1
1380,"`` Adjustment to the fall in price level , in contrast , has been less effective .",-1
1381,yinson completes disposal of non-o&g units; declares dividend of up to rm160m,1
1382,"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank .",1
1383,alipay payment option offered by over 100 malaysian merchants - ghl,1
1384,malaysian banks to see slower earnings growth in 2h - cimb,-1
1385,comfort gloves sinks to 11-month low after entering us fda alert list,-1
1386,"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",-1
1387,UPDATE 1-Oil major BP freezes pay in 2015 to cut costs,-1
1388,British taxpayers' stake in Lloyds falls below 22 percent,-1
1389,Net sales fell by 5 % from the previous accounting period .,-1
1390,"chinese contractor completes 13% works for a rm9.4b project in m'sia, gets paid 88% by mof, says guan eng",1
1391,"epf 's shahril ridza is khazanah 's new md, confirms the edge financial daily report",1
1392,Industry NewsMorrisons unveils which stores will close as 900 jobs face the axe,-1
1393,The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .,1
1394,Morrisons escapes FTSE relegation,1
1395,"affordable housing sector to sustain property market for next 3 yrs, says lbs bina md",1
1396,"bintulu port 1q net profit up 26% on year, pays six sen dividend",1
1397,"hlib: lira 's depreciation mixed for mahb, negative for ihh, mildly negative for tnb",-1
1398,sapurakencana 's 1q net profit down 58% on year at rm110m,1
1399,"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",1
1400,Reed Elsevier shares cool after profit dip,-1
1401,"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",-1
1402,moody ' s: singapore major banks' 1q supports negative outlook on ratings,-1
1403,okp group md and employees to face charges over pie viaduct collapse,-1
